3,40,-272,4324,-58,-152,82
3,-144,-288,4392,-36,-161,74
3,-56,-336,4220,-29,-135,88
3,-76,-256,4272,-37,-144,57
3,0,-252,4388,-30,-163,62
3,-20,-296,4320,-36,-151,51
3,-16,-380,4408,-50,-130,65
3,-24,-268,4280,-20,-164,53
3,-44,-268,4368,-26,-153,70
3,-28,-260,4432,-8,-189,81
3,28,-272,4316,-39,-157,69
3,-20,-376,4284,-12,-173,68
3,88,-308,4352,-34,-174,73
3,20,-212,4444,-43,-175,61
3,28,-308,4408,-33,-156,78
3,-40,-380,4464,-13,-174,72
3,0,-236,4200,-21,-156,87
3,44,-324,4456,-39,-165,51
3,28,-356,4288,-41,-176,74
3,-16,-240,4480,-58,-153,70
3,20,-256,4356,-23,-167,70
3,40,-260,4476,-6,-149,58
3,120,-256,4388,-28,-136,64
3,32,-372,4408,-28,-146,68
3,-56,-380,4324,-35,-162,48
3,-4,-264,4320,-25,-157,61
3,-72,-268,4384,-20,-142,77
3,-16,-388,4396,-32,-169,72
3,-4,-304,4364,-28,-166,71
3,-24,-212,4376,-38,-176,90
3,44,-308,4348,-54,-137,57
3,68,-252,4336,-14,-183,66
3,-20,-324,4388,-37,-172,62
3,76,-272,4264,-32,-153,112
3,-24,-296,4288,-58,-178,93
3,52,-296,4340,-35,-142,36
3,0,-288,4344,-21,-164,56
3,24,-300,4260,-41,-176,95
3,0,-224,4288,-26,-170,67
3,-16,-228,4356,-32,-160,60
3,0,-300,4240,-8,-150,75
3,80,-296,4384,-15,-156,81
3,52,-288,4288,-20,-172,49
3,24,-220,4292,-21,-170,71
3,48,-328,4364,-43,-172,73
3,-60,-296,4344,-24,-131,66
3,-56,-340,4440,-49,-137,59
3,12,-200,4276,-1,-181,58
3,32,-244,4332,-58,-132,84
3,0,-276,4380,-30,-160,71
3,-16,-332,4344,-30,-142,54
3,32,-244,4444,-16,-179,48
3,76,-388,4472,-43,-171,83
3,24,-276,4336,-13,-174,74
3,-60,-364,4280,-16,-153,51
3,100,-212,4408,-30,-166,76
3,20,-208,4332,-43,-128,69
3,-20,-280,4456,-26,-144,87
3,60,-316,4280,-42,-158,58
3,40,-332,4452,-57,-179,39
3,32,-328,4372,-31,-180,77
3,-36,-296,4324,-14,-167,65
3,4,-288,4400,-20,-169,94
3,-16,-304,4260,-44,-166,60
3,-44,-256,4392,-30,-175,68
3,-44,-296,4268,-66,-151,77
3,4,-304,4220,-26,-170,69
3,80,-268,4232,-33,-187,66
3,-12,-288,4312,-36,-157,80
3,60,-256,4420,-25,-144,43
3,72,-240,4344,-28,-157,69
3,40,-308,4368,-35,-171,88
3,20,-320,4360,-22,-150,57
3,-12,-312,4304,-41,-172,95
3,-76,-300,4424,-30,-137,93
3,60,-260,4272,-33,-147,85
3,-52,-348,4400,-30,-165,76
3,48,-256,4280,-41,-172,52
3,-12,-324,4304,-27,-150,74
3,56,-216,4500,-43,-150,82
3,-8,-300,4308,-41,-149,54
3,24,-276,4420,-39,-158,78
3,76,-220,4452,-47,-147,49
3,36,-236,4348,-32,-183,78
3,-16,-352,4416,-51,-197,108
3,16,-256,4364,-49,-165,58
3,68,-284,4256,-54,-138,100
3,0,-320,4432,-26,-144,78
3,36,-276,4444,-21,-151,47
3,16,-272,4364,-50,-142,85
3,8,-304,4364,-32,-182,33
3,16,-280,4344,-23,-176,80
3,36,-312,4420,-48,-150,63
3,104,-228,4416,-34,-166,63
3,-28,-276,4292,-44,-157,81
3,-36,-328,4180,-19,-133,81
3,-80,-248,4316,-12,-169,60
3,-44,-280,4272,-28,-171,59
3,-32,-340,4224,-45,-164,57
3,32,-272,4388,-34,-162,70
