1,6624,-3012,-1400,3904,-999,-246
1,6496,-2804,-1416,3756,-1768,-249
1,5612,-3272,-1492,4572,-2805,918
1,5684,-3312,-1500,10172,-2410,2793
1,4460,-2728,-1472,10619,-2792,4634
1,5392,-3808,24,11421,-1488,5174
1,5688,-4300,420,14673,926,6269
1,6620,-4172,296,18266,2614,7934
1,9208,-5052,844,16790,5099,9195
1,11060,-4728,112,23402,9389,8411
1,12436,-3908,-200,19392,17743,7600
1,14760,-4096,200,12020,28021,5689
1,19676,-4060,472,4643,32767,10997
1,13684,-2684,3984,-2407,32767,18038
1,5484,-2132,5500,5671,29444,15333
1,9704,-2036,-948,6454,32767,13509
1,-17932,11108,4608,-32768,-15502,2119
1,-3860,-7112,4264,-2497,9122,27468
1,8780,-5256,-6932,32767,10969,20571
1,3316,-1224,-6788,20529,32767,784
1,544,-444,-3584,-9981,32767,5289
1,2452,-5880,-10860,32767,29520,10065
1,3384,2232,-16224,32767,32767,115
1,10068,-6328,-19388,-9661,32767,-32768
1,-7844,5336,-32768,32767,32767,-5039
1,7380,-2932,-28168,-23795,-12257,2804
1,6544,2292,-7044,-32768,-16739,19324
1,-5040,9368,-1644,28229,8530,-27659
1,900,-516,-7084,-22560,-5789,2926
1,-18452,7124,-27644,32767,-6598,-9442
1,6312,-2008,-21080,3023,6600,-14955
1,928,-900,-12372,-4551,-2826,2448
1,-908,800,-11056,-11881,-3119,1515
1,-704,1072,-12560,-5508,1189,581
1,-1192,784,-12104,-4401,1103,1512
1,-372,1740,-12116,-2689,-1181,-227
1,7860,-3828,-1964,-3490,4989,612
1,6584,-3668,-1872,-705,4486,932
1,5688,-3576,-1332,3870,4077,-126
1,4920,-3332,-1584,5138,5161,-2347
1,6724,-4040,-1492,7421,7779,-5559
1,9908,-4984,-1124,9039,12387,-5582
1,8420,-4160,-252,9696,14453,1576
1,5720,-3252,1204,12811,12172,4402
1,6324,-4084,1140,9773,15315,7507
1,5292,-3756,-1628,5931,15731,7819
1,5992,-4416,-1008,13626,16059,4607
1,8584,-4452,-96,-2709,19709,6111
1,7980,-5408,1088,-12500,17041,11908
1,9868,-8788,-496,-21441,12774,20486
1,10008,-11896,80,-9985,5091,29715
1,388,-3712,2132,2879,614,32767
1,-3672,-4656,2160,-21965,1611,31008
1,-14208,-5536,1960,-15372,-19309,19320
1,-9456,-13492,2728,23829,-29122,22521
1,-420,-8956,432,32767,-23484,32767
1,11512,6732,-5316,19383,-5973,32767
1,12728,3304,-820,-616,-32768,32767
1,17920,428,1324,30990,-32768,32767
1,10152,4132,-2704,26118,-24475,28698
1,6188,1400,-4672,17961,-15232,19779
1,32767,28052,-32768,32767,-32768,-23288
1,23528,1512,14800,-32768,-8806,-26391
1,6268,-972,-4392,32767,-560,-17252
1,1116,2040,-3084,-6687,10793,-2454
1,284,1640,-6008,-10894,9674,14640
1,3852,11216,-1608,3779,-5354,16282
1,7188,11560,612,-20242,1323,4577
1,6716,2732,528,-8921,6279,8534
1,7028,1700,1048,-10748,10441,18604
1,7468,1172,-88,-23995,17300,24391
1,6448,412,-912,-14711,21214,25192
1,3880,-1904,-656,-11826,14468,12864
1,3080,-8236,6840,-19666,13145,16141
1,-948,-4764,1268,-32768,8909,14789
1,-128,-5800,4192,-10915,2358,8180
1,-196,-5312,1192,-5877,1667,4400
1,1724,-5956,1052,-8594,431,657
1,1644,-7884,664,-3844,304,471
1,1172,-6728,1140,2510,-340,-1277
1,1304,-6600,1288,4717,-1765,-2503
1,1648,-5964,1892,7314,-2813,-2627
1,2016,-5256,2244,7081,-2844,-2874
1,2348,-5008,2400,5068,-2213,-2844
1,2448,-4816,2556,3444,-1495,-2011
1,2512,-4660,2472,2023,-771,-1136
1,2532,-4700,2772,664,-289,-71
1,2588,-4596,2504,-498,201,586
1,2408,-4772,2464,-1712,541,1170
1,2416,-4992,2372,-1757,550,1565
1,2288,-5052,2508,-1915,569,1527
1,2112,-5248,2280,-1521,397,1179
1,2152,-5308,2292,-789,147,729
1,2160,-5360,2240,-138,-131,152
1,2084,-5360,2340,355,-339,-295
1,7848,-3004,-2096,25909,432,6196
1,7608,-2060,-2416,20002,4365,6142
1,5848,-2356,-2344,16472,7339,5590
1,4920,-2956,-2608,19258,6901,5542
1,7532,-2620,-2240,25870,7296,2001
1,8300,-2076,-1216,18273,12334,2617
1,8828,-2028,456,17790,10496,2576
1,11232,-1904,2652,17782,10612,1125
1,15932,-1536,3128,10407,14224,2703
1,14800,-544,4268,10744,7397,4071
1,15800,-1128,6044,20366,5623,429
1,16584,-1932,4628,11247,17814,2654
1,16996,764,1484,10714,26812,-8785
1,13468,1380,1584,2042,32767,-15144
1,9416,1620,-4592,-32768,32767,-5734
1,-15920,-7324,-1344,30445,18274,5191
1,1624,-3412,-7976,32767,12151,-23769
1,11756,-19360,-9672,22999,32767,-32768
1,8796,-16240,-14276,22468,32767,-23936
1,-4728,-9536,-19132,32767,32767,966
1,12612,-1648,-22340,32767,32767,-32768
1,8348,-14564,-32768,32767,16288,-22610
1,9376,-4448,-7968,-32768,-13723,25474
1,192,1256,-9000,2123,-24025,15569
1,764,5236,-2812,32767,-22567,6445
1,-84,5524,-3652,-5085,-8737,-4095
1,-1888,1080,-4980,-24548,10387,-11810
1,-5560,352,-10260,-20716,32349,-14736
1,5280,-14372,-32768,32767,-22487,-5459
1,-2200,-4648,-9404,14348,-3432,-15925
1,-920,-2144,-10592,-3882,-2501,3240
1,-332,-1008,-10596,-19025,-1464,5946
1,-760,188,-11244,-6607,3825,3157
1,172,140,-11728,-4697,4602,834
1,140,-340,-12328,-6669,2159,164
1,28,252,-13260,-6167,-4032,-24
1,-380,1532,-10628,-2249,-1648,-39
1,-312,852,-11932,1134,1349,150
1,40,1100,-12744,175,-175,145
1,7112,-3792,-3328,1482,-1039,-749
1,8032,-3616,-3372,2272,-1745,397
1,7992,-3544,-3192,-1656,-814,1785
1,7948,-4876,-4228,983,226,2822
1,6332,-3648,-3392,8232,-339,338
1,5292,-3272,-3356,6359,-3201,-2132
1,9468,-4592,-3144,10489,-404,-5636
1,9248,-3028,-4156,10769,3684,-3253
1,8072,-736,-4176,10482,3363,-2656
1,9700,1324,-3584,1050,4391,-6158
1,10724,716,-3048,-13340,7286,-10826
1,8136,-2620,-4560,-16336,7989,-12848
1,9584,-4956,-856,5364,2708,-9996
1,7148,-872,1556,2873,5247,-2269
1,7144,-1780,2720,-14020,8881,-807
1,7340,-3964,2948,-27045,15368,5171
1,5428,-9808,5456,-25081,19009,14446
1,9164,-11864,5576,-5795,21900,27208
1,9760,-10796,2828,-4090,25175,32767
1,8356,-14364,-1620,-3158,25015,32767
1,9636,-13044,-4948,4982,16164,32767
1,6132,-11612,-14272,2625,7790,32767
1,5952,-9792,-16704,-2464,-1922,32767
1,-300,-6848,-17120,-9783,-13416,32767
1,1032,2012,-13572,-7892,-26257,32767
1,2764,-1904,-10684,-32768,-32768,25987
1,22768,-9904,7824,17287,-32768,442
1,12516,56,-2048,21405,-22818,10385
1,16032,-2104,-2448,-8188,-1892,5507
1,20372,-10156,-7012,-32768,-1707,15187
1,14512,3896,32767,32658,-13104,24899
1,-17628,15484,7204,-32768,18309,32767
1,-2796,-17344,5116,30976,-22901,29948
